,age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,poutcome
445,26,0,2,1,1,-930,1,0,13,8,1,-1,0,3
446,59,0,0,1,0,1525,0,0,28,5,2,-1,0,3
447,31,4,2,2,0,307,0,0,20,9,2,-1,0,3
448,34,3,1,1,0,4,1,0,7,8,2,-1,0,3
449,41,4,2,2,0,0,1,0,16,5,7,-1,0,3
450,57,4,1,2,0,2845,1,0,18,0,5,-1,0,3
451,30,4,2,2,0,82,0,0,8,3,3,-1,0,3
452,38,10,1,1,0,205,1,0,19,8,2,-1,0,3
453,47,1,1,1,0,947,0,1,28,1,17,-1,0,3
454,52,9,1,2,0,0,0,0,8,1,3,94,4,2
455,32,2,1,2,0,0,0,0,18,1,2,-1,0,3
456,52,4,2,2,1,0,0,0,7,8,1,-1,0,3
457,31,9,1,1,0,4800,1,0,28,1,4,-1,0,3
458,50,1,1,0,0,280,1,0,17,6,23,-1,0,3
459,33,9,2,1,0,315,1,0,17,8,3,374,2,1
460,44,9,1,1,0,266,1,0,8,5,1,-1,0,3
461,41,4,1,2,0,4357,1,0,18,8,1,-1,0,3
462,28,6,2,1,0,-395,1,0,29,6,4,-1,0,3
463,27,7,2,1,0,194,1,0,15,8,1,-1,0,3
464,30,6,2,2,0,253,1,0,22,8,4,-1,0,3
465,53,1,1,2,0,0,0,0,21,1,2,-1,0,3
466,40,9,2,1,0,281,1,0,10,8,11,360,2,1
467,42,1,1,1,0,414,1,0,16,0,3,-1,0,3
468,51,9,1,1,0,1113,0,1,7,1,4,-1,0,3
469,31,2,1,1,0,7518,1,0,19,9,3,-1,0,3
470,48,4,2,2,0,906,1,0,28,5,9,-1,0,3
471,32,4,2,2,0,4638,0,0,28,4,1,-1,0,3
472,46,1,1,1,0,942,0,0,17,9,3,119,2,0
473,43,1,1,1,0,917,1,0,7,8,2,-1,0,3
474,41,9,1,1,0,1321,1,0,14,5,2,-1,0,3
475,43,7,2,1,0,518,1,0,10,8,1,370,1,0
476,39,6,1,1,0,81,0,1,22,5,1,-1,0,3
477,53,4,1,2,0,232,1,0,28,4,1,-1,0,3
478,43,6,1,1,0,0,1,0,7,8,1,-1,0,3
479,54,3,1,0,0,311,1,0,10,5,2,-1,0,3
480,32,0,1,1,0,2555,1,0,19,9,1,-1,0,3
481,54,0,0,1,0,1693,0,0,29,0,1,87,2,1
482,41,4,1,2,0,0,1,0,12,8,1,-1,0,3
483,60,0,1,1,0,2552,0,1,29,4,2,2,4,1
484,39,1,1,0,0,1373,1,0,27,5,5,-1,0,3
485,27,0,2,1,0,54,1,0,13,8,2,-1,0,3
486,33,1,0,3,1,-274,1,1,16,0,2,329,2,0
487,54,3,1,1,0,1977,0,0,15,6,3,-1,0,3
488,48,1,1,0,0,160,1,0,3,6,3,-1,0,3
489,54,10,1,0,0,1251,0,0,20,9,1,-1,0,3
490,40,1,1,0,0,238,0,0,19,6,3,-1,0,3
491,39,2,1,1,0,580,1,0,13,8,4,-1,0,3
492,66,5,1,0,0,711,0,0,19,0,5,-1,0,3
493,33,9,2,2,0,461,1,0,3,3,1,-1,0,3
494,45,7,2,1,0,1378,1,0,14,8,5,372,2,0
495,65,5,1,1,0,3812,0,0,17,1,1,-1,0,3
496,35,1,1,1,0,-102,1,0,13,5,3,-1,0,3
497,47,9,0,2,0,8,0,0,28,1,2,-1,0,3
498,32,7,2,1,0,936,1,0,17,9,1,-1,0,3
499,25,8,2,1,0,1919,1,0,14,8,1,351,4,0
500,42,0,0,1,0,527,0,1,19,0,1,-1,0,3
501,53,1,2,0,0,7724,0,0,19,9,2,-1,0,3
502,35,4,0,2,0,434,1,0,10,8,1,271,2,2
503,46,1,1,0,0,174,0,1,14,5,1,-1,0,3
504,45,9,0,1,0,1309,1,0,1,6,2,-1,0,3
505,89,5,0,0,0,1323,0,0,28,2,4,189,1,1
506,43,1,1,3,0,245,1,1,11,8,4,369,2,1
507,37,3,1,1,0,723,0,0,27,4,1,-1,0,3
508,52,3,2,2,0,0,0,0,5,6,2,-1,0,3
509,45,4,0,2,0,854,0,1,7,5,1,-1,0,3
510,28,1,2,1,0,7,1,1,8,8,3,-1,0,3
511,33,4,1,2,0,544,0,1,25,1,4,-1,0,3
512,25,9,2,1,0,616,0,1,27,5,4,-1,0,3
513,38,4,0,2,0,637,1,0,7,8,2,343,1,1
514,34,1,1,3,0,-17,1,0,14,8,7,-1,0,3
515,37,0,1,1,0,14,1,0,7,8,2,-1,0,3
516,30,4,1,2,0,802,1,0,12,1,1,-1,0,3
517,55,0,1,1,0,602,0,0,3,3,2,150,6,2
518,30,7,1,1,0,586,1,0,19,9,6,176,4,0
519,21,8,2,0,0,423,0,0,17,4,5,285,5,2
520,24,0,2,2,0,0,1,0,6,11,1,103,2,2
521,29,9,1,1,0,1697,1,0,11,8,4,-1,0,3
522,37,4,1,1,0,58,0,0,27,1,20,-1,0,3
523,48,1,1,1,0,2214,0,0,18,1,7,-1,0,3
524,52,6,1,1,0,517,0,0,25,1,4,-1,0,3
525,35,6,2,2,0,577,1,0,20,5,1,-1,0,3
526,48,1,1,0,0,235,1,0,1,6,4,-1,0,3
527,33,0,1,1,0,0,0,0,18,8,2,-1,0,3
528,50,10,1,0,0,289,1,0,11,8,5,-1,0,3
529,52,7,0,1,0,-57,0,0,4,3,1,-1,0,3
530,48,9,1,1,0,178,1,0,16,6,4,-1,0,3
531,41,0,2,1,0,0,0,0,24,5,2,-1,0,3
532,38,4,2,2,0,619,1,0,5,6,4,-1,0,3
533,35,0,0,1,0,30,0,0,22,8,1,-1,0,3
534,54,0,0,2,0,122,0,0,25,10,1,547,1,0
535,45,1,2,0,0,92,0,1,24,5,7,-1,0,3
536,41,9,1,1,0,636,1,0,20,9,1,177,1,1
537,60,4,1,2,0,3029,0,0,27,1,9,-1,0,3
538,52,4,1,0,0,740,0,0,15,6,1,-1,0,3
539,54,9,0,1,0,1114,1,0,29,4,1,-1,0,3
540,35,1,2,1,0,-482,1,0,26,8,1,-1,0,3
541,40,9,2,1,0,103,0,0,24,1,7,-1,0,3
542,55,1,1,0,0,512,0,0,4,1,2,-1,0,3
543,50,4,1,1,0,-44,1,0,26,8,1,-1,0,3
544,20,8,2,1,0,1191,0,0,27,11,2,228,1,0
545,54,11,1,3,0,2508,0,0,19,6,8,-1,0,3
546,45,1,2,1,0,91,0,1,13,5,2,-1,0,3
547,47,1,1,1,0,1348,0,1,3,1,1,-1,0,3
548,56,1,0,0,0,285,0,1,19,9,1,-1,0,3
549,43,0,1,1,0,584,0,0,19,6,1,-1,0,3
550,42,1,1,0,0,869,1,1,10,8,2,-1,0,3
551,60,0,1,1,0,3735,0,0,21,2,1,188,9,2
552,35,1,1,1,0,731,1,0,19,0,2,-1,0,3
553,40,9,2,1,0,5637,1,0,29,8,3,-1,0,3
554,37,1,1,1,0,105,1,0,7,8,2,-1,0,3
555,23,8,2,1,0,157,1,0,5,8,1,-1,0,3
556,55,1,1,3,0,23,0,0,12,1,2,-1,0,3
557,45,11,1,3,0,2834,0,0,3,1,1,-1,0,3
558,46,0,2,2,0,377,1,0,4,8,2,-1,0,3
559,36,6,2,2,0,577,1,0,14,8,1,298,1,0
560,37,9,1,1,0,588,1,0,13,1,4,-1,0,3
561,34,8,2,2,0,873,1,0,6,1,2,-1,0,3
562,32,9,2,1,0,2341,1,0,17,5,1,-1,0,3
563,36,1,1,0,0,1580,1,0,13,5,3,-1,0,3
564,46,4,0,1,0,361,1,0,18,8,7,-1,0,3
565,55,1,1,1,0,34,1,1,13,5,3,-1,0,3
566,44,4,1,1,0,11972,0,0,18,6,1,-1,0,3
567,55,5,1,1,0,529,1,0,4,3,4,8,3,1
568,27,0,1,1,0,0,1,1,17,8,5,-1,0,3
569,26,4,2,2,0,222,0,0,25,10,1,120,3,2
570,50,2,1,1,0,2731,0,0,7,1,2,-1,0,3
571,43,7,0,1,0,1043,1,0,16,9,4,119,3,0
572,31,1,1,1,0,2910,1,0,22,8,2,-1,0,3
573,51,5,2,0,0,604,0,0,19,6,2,-1,0,3
574,35,4,0,2,0,153,0,0,8,5,2,-1,0,3
575,48,4,1,2,0,308,1,0,13,5,5,-1,0,3
576,25,1,2,0,0,6,1,1,26,8,2,-1,0,3
577,33,9,1,2,0,5641,0,0,17,1,2,-1,0,3
578,48,4,1,1,0,-1157,0,1,16,9,2,-1,0,3
579,31,9,2,2,0,703,1,0,7,8,2,-1,0,3
580,37,3,0,0,0,0,1,1,20,9,7,-1,0,3
581,36,1,1,1,0,6290,1,0,2,6,20,-1,0,3
582,53,1,1,0,0,1138,1,0,5,1,2,-1,0,3
583,59,4,1,0,0,252,1,1,16,9,1,175,2,0
584,58,9,1,1,0,589,1,0,9,3,3,183,6,2
585,33,4,1,1,1,7,0,1,19,1,2,-1,0,3
586,49,9,1,1,0,1684,0,1,0,6,2,-1,0,3
587,46,9,1,1,0,-220,1,0,24,5,1,-1,0,3
588,31,7,2,1,0,0,1,0,19,0,1,-1,0,3
589,32,7,1,1,0,-632,1,1,19,0,5,-1,0,3
590,42,1,1,1,0,3068,1,1,10,8,2,-1,0,3
591,55,1,1,0,0,571,1,0,15,8,4,-1,0,3
592,34,7,1,1,0,1637,1,0,20,9,4,-1,0,3
593,31,9,0,1,0,431,1,1,17,1,2,-1,0,3
594,35,4,2,2,0,62,1,0,4,8,4,15,3,2
595,42,9,1,1,0,4945,1,0,1,7,2,-1,0,3
596,46,9,1,1,0,78,0,0,19,1,2,-1,0,3
597,29,1,1,0,0,4281,1,0,3,6,2,-1,0,3
598,46,6,1,1,0,-30,1,1,1,0,1,300,2,0
599,46,6,1,1,0,706,0,0,20,8,1,386,3,0
600,73,5,0,1,0,7111,1,0,11,0,1,182,1,2
601,39,4,1,2,0,183,1,0,8,8,2,-1,0,3
602,41,9,1,1,0,1946,0,0,27,1,9,-1,0,3
603,40,1,1,0,0,558,1,1,20,8,3,-1,0,3
604,29,4,1,2,0,199,1,1,6,8,4,-1,0,3
605,27,10,2,1,0,0,1,0,5,8,1,-1,0,3
606,28,6,1,1,0,123,0,1,21,10,1,-1,0,3
607,39,7,1,0,0,1601,1,0,20,9,2,182,2,0
608,51,9,1,2,0,0,0,0,6,8,2,66,2,2
609,20,8,2,3,0,2785,0,0,15,11,2,-1,0,3
610,30,9,2,2,0,3086,1,0,6,8,3,168,1,0
611,48,9,1,1,0,545,0,0,5,6,1,-1,0,3
612,33,7,1,1,0,1697,0,0,2,9,1,-1,0,3
613,47,0,2,1,0,19,1,1,17,9,2,123,1,0
614,48,10,1,0,0,608,0,0,29,5,2,-1,0,3
615,27,8,2,1,0,1566,0,0,29,4,5,-1,0,3
616,33,9,1,1,0,0,0,0,12,1,2,-1,0,3
617,34,4,1,2,0,0,1,0,23,5,1,-1,0,3
618,44,1,2,3,0,4330,0,0,17,6,9,-1,0,3
619,40,1,1,0,0,254,1,0,6,5,3,-1,0,3
620,30,2,1,0,0,501,1,1,5,8,2,-1,0,3
621,44,4,1,2,0,217,1,0,27,1,4,-1,0,3
622,34,9,2,1,1,-14,0,0,13,1,2,-1,0,3
623,30,7,1,1,0,419,1,0,27,8,1,-1,0,3
624,45,0,1,1,0,204,1,0,2,6,2,-1,0,3
625,35,1,0,3,0,164,0,0,10,6,2,-1,0,3
626,34,4,1,2,0,1778,0,0,3,9,1,162,2,0
627,47,0,2,2,0,0,0,0,28,4,1,-1,0,3
628,31,6,1,1,1,0,0,1,2,5,3,-1,0,3
629,38,6,1,1,0,173,0,0,17,1,4,-1,0,3
630,36,1,1,0,0,409,1,0,10,6,3,-1,0,3
631,31,1,1,0,0,2198,0,0,20,9,2,172,2,0
632,72,5,0,2,0,402,0,0,11,5,3,-1,0,3
633,25,1,1,0,0,172,1,0,28,8,3,-1,0,3
634,36,4,1,2,0,9,0,0,10,1,4,-1,0,3
635,30,9,2,1,0,298,1,0,15,8,2,-1,0,3
636,30,1,2,1,0,609,1,0,13,8,1,-1,0,3
637,42,6,1,2,0,-1781,1,1,6,1,2,-1,0,3
638,51,3,1,1,1,-1013,1,0,25,8,1,-1,0,3
639,51,4,0,2,0,-2282,1,1,13,5,6,-1,0,3
640,32,4,2,2,0,334,0,0,21,1,14,-1,0,3
641,27,7,1,0,0,-90,0,1,7,5,1,-1,0,3
642,31,1,1,1,0,1529,1,0,1,6,8,-1,0,3
643,31,7,2,1,1,68,1,0,8,8,2,-1,0,3
644,67,5,1,0,0,8465,0,0,25,3,1,-1,0,3
645,40,1,1,1,0,0,1,0,16,9,1,-1,0,3
646,44,9,1,1,0,306,1,0,27,4,1,-1,0,3
647,32,1,2,1,0,435,1,0,20,8,2,-1,0,3
648,46,9,1,1,0,0,0,0,27,1,2,-1,0,3
649,52,4,2,2,0,2290,0,0,29,0,2,268,2,1
650,34,9,1,1,0,0,0,0,8,5,1,-1,0,3
651,60,1,1,0,0,686,1,0,16,6,2,-1,0,3
652,47,4,1,2,0,5049,0,0,21,1,7,-1,0,3
653,39,1,2,1,0,4143,1,1,1,6,1,-1,0,3
654,30,0,2,1,0,52,0,1,6,5,1,-1,0,3
655,45,0,1,1,0,597,1,1,17,9,2,-1,0,3
656,40,0,2,1,0,118,1,0,7,8,3,-1,0,3
657,44,1,0,1,0,558,1,0,6,8,1,-1,0,3
658,34,4,2,2,0,417,1,0,11,3,10,149,5,0
659,38,7,1,1,0,4017,0,0,3,1,1,96,3,2
660,32,7,1,1,0,605,1,0,29,4,1,-1,0,3
661,47,4,1,2,0,1890,0,0,7,5,1,-1,0,3
662,48,1,2,0,0,3688,1,0,16,0,1,-1,0,3
663,31,4,2,2,0,4319,1,0,28,0,4,161,1,0
664,47,9,1,2,0,4568,0,0,8,6,1,-1,0,3
665,47,1,1,0,0,205,1,0,7,8,2,-1,0,3
666,60,9,0,1,0,-50,0,0,27,1,12,-1,0,3
667,56,10,0,0,0,109,0,0,14,5,4,-1,0,3
668,51,0,1,1,0,194,0,1,21,5,2,-1,0,3
669,37,4,2,2,0,427,1,0,19,8,1,-1,0,3
670,54,4,0,2,0,92,0,1,6,5,4,-1,0,3
671,48,10,1,1,0,1811,1,0,30,5,3,-1,0,3
672,38,10,1,1,0,5177,0,0,7,1,2,-1,0,3
673,38,10,2,2,0,324,1,0,16,9,3,-1,0,3
674,34,0,0,1,0,0,1,1,13,5,3,-1,0,3
675,54,9,1,1,0,3994,0,1,15,0,2,-1,0,3
676,48,9,1,1,0,638,1,0,13,8,1,-1,0,3
677,29,3,1,0,0,0,1,0,14,5,3,-1,0,3
678,55,0,2,1,1,986,0,1,1,3,3,-1,0,3
679,28,1,1,0,0,-469,1,0,7,5,3,-1,0,3
680,33,7,0,1,0,1156,1,0,14,8,1,177,2,0
681,36,6,1,2,0,307,1,0,13,8,1,330,2,1
682,58,9,1,1,0,178,0,0,27,4,1,-1,0,3
683,53,9,1,1,0,530,0,0,17,9,1,-1,0,3
684,31,3,1,3,1,-6,0,1,6,5,2,-1,0,3
685,53,7,1,3,0,442,1,0,11,1,1,36,2,1
686,38,4,1,2,0,950,0,0,4,1,2,-1,0,3
687,40,4,1,2,0,640,1,0,16,0,2,-1,0,3
688,33,1,1,1,0,-409,1,0,2,6,3,-1,0,3
689,56,4,0,2,0,2189,0,0,3,3,1,-1,0,3
690,56,11,1,3,0,33,0,0,30,5,15,-1,0,3
691,30,1,1,1,0,2080,1,0,22,8,2,-1,0,3
692,31,0,2,1,0,358,1,0,14,8,2,-1,0,3
693,32,7,1,1,1,-684,1,0,26,8,3,-1,0,3
694,37,4,1,3,1,62,1,0,30,5,4,-1,0,3
695,35,9,1,1,0,0,1,1,22,8,2,-1,0,3
696,32,0,1,1,0,3540,1,0,17,8,1,178,1,0
697,26,9,2,1,0,1231,1,0,2,6,2,96,5,2
698,39,9,1,1,0,2765,1,1,19,6,3,-1,0,3
699,37,0,1,2,0,3913,1,0,15,5,2,80,1,2
700,34,1,1,1,0,291,1,0,5,6,5,-1,0,3
701,44,4,0,2,0,6486,0,0,29,5,4,-1,0,3
702,35,9,0,1,0,0,1,0,20,9,1,-1,0,3
703,44,9,1,1,0,0,1,0,23,5,1,-1,0,3
704,38,9,1,1,0,0,1,0,21,0,1,-1,0,3
705,34,1,1,1,0,840,1,0,11,8,3,-1,0,3
706,34,0,2,1,0,2677,1,0,19,9,1,-1,0,3
707,37,7,1,1,0,335,1,0,11,8,2,368,2,0
708,44,1,1,0,0,300,1,0,12,8,3,-1,0,3
709,27,8,2,1,0,89,1,0,13,8,3,-1,0,3
710,29,9,2,1,0,1612,1,0,25,8,2,-1,0,3
711,38,1,0,0,0,0,1,0,12,8,2,-1,0,3
712,36,9,1,1,0,2779,0,0,24,10,1,182,4,2
713,43,1,1,1,0,314,1,1,19,0,3,339,2,0
714,55,4,2,2,0,43074,1,0,24,1,6,-1,0,3
715,31,9,1,2,0,4575,1,0,17,8,1,-1,0,3
716,48,1,1,1,0,841,1,0,18,8,1,-1,0,3
717,41,10,1,1,0,2081,1,0,2,3,3,-1,0,3
718,36,2,1,1,0,35,0,0,3,3,4,-1,0,3
719,43,1,0,1,0,898,1,0,10,8,1,174,3,0
720,45,11,1,3,0,356,0,0,10,1,2,-1,0,3
721,32,9,1,1,0,3333,0,0,7,1,4,-1,0,3
722,34,7,1,1,0,145,0,1,21,5,2,-1,0,3
723,26,0,2,1,0,1690,0,1,27,5,3,-1,0,3
724,48,1,1,3,0,113,0,0,10,1,13,-1,0,3
725,36,4,1,2,0,254,0,0,5,6,3,-1,0,3
726,26,9,1,1,0,-119,0,1,8,5,5,-1,0,3
727,31,1,1,1,0,401,0,0,13,1,3,-1,0,3
728,34,10,1,1,0,6438,1,0,20,9,7,-1,0,3
729,31,1,2,1,0,1000,1,1,26,8,1,-1,0,3
730,51,4,1,2,0,2125,0,1,6,1,2,-1,0,3
731,52,4,1,2,0,4504,1,0,16,9,2,-1,0,3
732,44,5,0,0,0,2083,1,0,27,8,1,-1,0,3
733,44,1,1,0,0,4031,1,0,6,8,4,-1,0,3
734,46,1,1,1,0,4007,0,0,2,3,5,217,5,1
735,36,9,1,2,0,60,0,0,18,1,2,-1,0,3
736,58,5,0,1,0,219,0,0,4,6,1,-1,0,3
737,33,1,2,1,0,-367,1,1,20,9,3,-1,0,3
738,45,9,1,1,0,2020,1,0,16,9,1,131,1,0
739,27,9,2,1,0,648,1,0,27,8,3,-1,0,3
740,59,4,1,1,0,32,0,0,9,5,1,-1,0,3
741,58,5,0,1,0,312,0,0,6,1,2,-1,0,3
742,49,0,1,1,0,3608,1,0,12,9,1,-1,0,3
743,35,6,2,1,0,250,0,0,19,6,1,-1,0,3
744,31,6,1,0,0,1074,1,0,22,8,2,-1,0,3
745,43,7,1,1,0,488,1,0,5,3,6,-1,0,3
746,26,0,2,1,0,102,0,1,7,5,2,-1,0,3
747,31,9,2,1,0,3500,1,0,18,9,1,-1,0,3
748,43,1,0,1,0,338,1,0,7,8,1,-1,0,3
749,48,1,1,0,0,1778,1,0,7,8,3,-1,0,3
750,35,4,1,2,0,0,1,0,20,5,3,-1,0,3
751,37,4,1,2,0,1265,0,1,3,5,1,-1,0,3
752,30,4,2,2,0,635,1,0,3,6,2,-1,0,3
753,46,9,1,1,0,591,0,0,28,1,2,-1,0,3
754,35,0,2,1,0,128,0,0,11,6,1,-1,0,3
755,40,1,1,1,0,632,0,0,4,3,2,-1,0,3
756,60,9,1,1,0,851,0,1,17,5,2,-1,0,3
757,52,1,2,1,0,2430,1,1,26,6,3,-1,0,3
758,27,4,2,2,1,-308,1,0,15,8,16,-1,0,3
759,34,2,2,2,0,714,1,0,11,8,4,-1,0,3
760,33,4,2,2,0,923,1,0,18,9,3,173,6,0
761,47,4,0,2,0,34,1,0,6,8,1,-1,0,3
762,29,1,1,3,0,356,1,0,3,6,2,-1,0,3
763,44,1,1,0,0,185,1,0,7,8,1,-1,0,3
764,30,4,2,2,0,4213,0,0,24,1,4,-1,0,3
765,37,0,1,1,0,-255,1,0,25,8,2,-1,0,3
766,41,0,1,1,0,239,1,0,27,5,12,-1,0,3
767,26,1,1,1,0,245,1,0,27,8,2,-1,0,3
768,48,4,1,2,0,4006,0,0,24,5,4,-1,0,3
769,28,4,2,2,0,1027,1,0,13,8,1,-1,0,3
770,33,1,1,0,0,332,1,0,5,8,2,-1,0,3
771,45,4,1,2,0,7154,1,0,30,5,3,-1,0,3
772,50,1,1,0,0,3764,0,0,1,6,4,-1,0,3
773,31,1,2,1,0,210,1,1,14,8,1,-1,0,3
774,34,0,1,1,0,580,1,1,10,8,1,-1,0,3
775,32,9,1,1,0,381,1,0,1,6,2,-1,0,3
776,58,10,1,1,0,610,1,0,28,5,2,-1,0,3
777,53,1,1,0,0,358,1,0,2,6,1,-1,0,3
778,44,9,1,1,0,7863,0,0,25,1,6,-1,0,3
779,55,9,1,1,0,2055,1,0,15,8,4,-1,0,3
780,28,1,1,0,1,-124,1,0,20,5,3,-1,0,3
781,29,0,2,2,0,200,1,0,10,8,1,357,1,1
782,59,11,1,3,0,1500,0,0,3,1,1,182,1,1
783,45,1,1,1,0,1583,1,0,6,1,7,-1,0,3
784,44,10,2,0,1,-4,0,1,29,5,2,-1,0,3
785,41,0,1,1,0,125,0,0,6,5,4,-1,0,3
786,43,4,1,2,0,2886,0,0,19,9,1,-1,0,3
787,32,4,2,2,0,406,0,0,28,8,24,-1,0,3
788,31,4,2,2,0,0,1,0,14,0,2,-1,0,3
789,35,1,1,1,0,126,1,0,15,0,1,-1,0,3
790,38,9,1,1,0,79,1,0,19,1,2,-1,0,3
791,27,8,2,3,0,468,0,0,3,3,2,-1,0,3
792,59,5,0,1,0,319,0,0,23,5,1,-1,0,3
793,45,9,1,1,0,865,0,0,28,1,4,-1,0,3
794,44,3,1,0,0,-227,0,1,6,5,1,-1,0,3
795,44,0,1,1,0,248,0,0,5,6,1,-1,0,3
796,36,4,1,2,0,-547,1,0,29,0,1,259,2,0
797,50,4,2,2,0,486,0,1,10,4,1,-1,0,3
798,48,1,1,1,0,685,1,0,13,8,10,-1,0,3
799,37,4,2,1,0,34,1,0,28,8,1,-1,0,3
800,40,9,2,2,0,226,0,0,14,4,2,-1,0,3
801,52,1,1,0,0,967,0,0,28,4,2,-1,0,3
802,42,4,2,2,0,0,0,0,24,1,4,-1,0,3
803,38,7,1,1,0,53,0,0,3,3,1,-1,0,3
804,55,2,1,0,0,199,0,0,16,9,1,-1,0,3
805,38,4,1,2,0,8,1,0,14,8,8,-1,0,3
806,33,10,2,2,0,6748,0,0,13,1,2,-1,0,3
807,50,9,0,2,0,291,0,1,16,5,1,-1,0,3
808,53,1,1,1,0,248,1,0,10,8,2,-1,0,3
809,27,7,2,1,0,44,0,0,6,11,1,-1,0,3
810,35,9,1,3,0,3,1,1,16,6,23,-1,0,3
811,31,4,2,2,0,354,0,0,29,0,1,9,2,2
812,31,7,2,1,0,166,1,0,10,8,1,-1,0,3
813,28,4,2,2,0,2380,0,0,13,11,2,-1,0,3
814,36,3,1,1,0,399,1,0,21,5,1,-1,0,3
815,64,4,1,3,0,2352,0,0,3,8,2,182,11,2
816,58,5,1,1,0,8332,0,0,12,1,4,-1,0,3
817,35,1,2,0,0,47,0,0,19,8,1,-1,0,3
818,29,2,2,2,0,402,1,1,28,5,5,-1,0,3
819,40,9,0,1,0,237,0,0,24,1,5,-1,0,3
820,29,4,2,2,0,1273,1,0,14,8,9,-1,0,3
821,49,1,1,1,0,787,1,0,4,6,1,-1,0,3
822,51,4,0,2,0,0,0,1,21,5,4,-1,0,3
823,63,6,1,2,0,661,0,0,1,7,2,-1,0,3
824,36,9,2,1,0,23,1,0,17,8,2,333,2,0
825,38,4,1,2,0,613,0,0,2,3,1,-1,0,3
826,35,4,0,2,0,473,0,1,4,1,2,-1,0,3
827,53,1,1,1,0,6657,1,0,18,1,8,-1,0,3
828,45,0,2,1,0,-342,0,1,29,6,1,-1,0,3
829,46,10,1,1,0,926,0,0,6,5,5,-1,0,3
830,29,1,2,1,0,-16,1,1,4,8,1,-1,0,3
831,38,1,1,0,0,2322,0,0,18,6,1,-1,0,3
832,37,1,1,1,0,395,1,0,16,0,2,-1,0,3
833,26,10,2,1,0,622,0,0,27,4,2,-1,0,3
834,35,0,2,1,0,148,1,0,5,8,2,-1,0,3
835,32,4,2,2,0,0,1,0,29,0,3,-1,0,3
836,34,1,1,1,0,290,1,0,9,5,1,-1,0,3
837,35,9,2,2,0,364,0,1,8,5,3,-1,0,3
838,38,9,2,1,0,-242,1,0,17,8,3,278,6,2
839,26,1,2,1,0,428,0,1,6,5,1,-1,0,3
840,39,7,1,1,0,1179,0,0,24,8,1,-1,0,3
841,32,4,1,2,0,2737,1,1,20,9,4,182,1,0
842,28,7,1,1,0,72,0,1,9,5,4,-1,0,3
843,55,1,1,3,0,890,0,0,21,1,2,-1,0,3
844,37,10,1,1,0,-476,1,0,25,8,2,-1,0,3
845,32,6,2,2,0,46,1,0,13,6,2,-1,0,3
846,36,7,1,1,0,0,1,1,14,5,4,-1,0,3
847,56,9,1,2,1,-736,0,0,30,5,8,-1,0,3
848,32,4,2,2,0,2629,0,0,27,1,4,-1,0,3
849,60,3,1,0,0,2270,1,0,8,5,1,-1,0,3
850,35,1,1,0,0,4924,0,0,15,6,2,-1,0,3
851,55,4,2,2,0,0,0,0,29,0,3,-1,0,3
852,37,9,1,1,0,64,1,0,11,8,4,278,2,1
853,60,4,1,3,0,264,0,0,0,3,1,-1,0,3
854,80,3,1,0,0,0,0,0,22,3,1,189,1,0
855,33,9,2,2,0,1636,1,0,3,8,1,66,1,2
856,31,10,0,0,0,0,1,0,29,8,12,-1,0,3
857,50,9,1,1,0,10757,1,0,5,1,3,-1,0,3
858,27,9,2,1,0,-69,0,0,25,5,1,-1,0,3
859,42,4,1,2,0,1205,0,0,14,7,1,188,2,2
860,39,2,1,1,0,10200,1,0,2,0,4,-1,0,3
861,50,4,1,2,0,400,0,0,12,1,2,-1,0,3
862,33,8,2,2,0,71,0,0,14,5,4,-1,0,3
863,26,0,2,1,0,52,0,0,27,4,1,-1,0,3
864,24,8,2,1,0,382,0,0,29,0,2,-1,0,3
865,51,2,1,2,0,3188,1,1,18,9,3,-1,0,3
866,70,5,0,1,0,4572,0,0,7,5,11,162,5,0
867,29,4,1,2,0,877,0,0,2,3,3,-1,0,3
868,27,9,1,1,0,512,1,0,18,8,1,-1,0,3
869,37,10,1,1,0,459,0,0,19,9,4,-1,0,3
870,28,8,1,1,0,704,1,1,13,8,3,-1,0,3
871,28,8,2,1,0,5916,0,0,10,1,1,81,6,0
872,53,4,1,2,0,0,0,0,27,4,2,-1,0,3
873,38,1,1,0,0,-537,1,0,1,6,1,-1,0,3
874,25,1,1,0,0,657,1,1,27,8,1,-1,0,3
875,36,4,1,2,0,699,0,0,22,5,1,-1,0,3
876,46,1,1,0,0,-1,0,0,17,6,3,-1,0,3
877,51,1,1,1,0,984,1,0,6,0,4,-1,0,3
878,36,9,1,1,0,594,0,1,3,1,3,-1,0,3
879,56,10,0,0,0,438,0,0,19,6,2,-1,0,3
880,38,9,2,2,0,1727,0,0,27,10,2,-1,0,3
881,47,7,2,1,0,917,0,0,28,5,2,-1,0,3
882,47,0,1,1,0,829,1,1,13,8,1,-1,0,3
883,59,5,1,2,0,6108,1,0,16,5,2,-1,0,3
884,53,1,1,1,0,6258,1,0,14,5,5,-1,0,3
885,53,0,1,1,0,1796,0,0,14,2,1,193,1,0
886,36,3,1,0,0,125,1,0,28,5,4,-1,0,3
887,49,7,1,1,0,320,0,0,8,3,4,-1,0,3
888,58,1,1,1,0,928,0,0,14,5,3,-1,0,3
889,38,1,1,1,0,121,1,1,8,5,2,-1,0,3
890,24,8,2,1,0,2,0,0,14,8,1,-1,0,3
891,35,7,1,1,0,74,1,0,26,8,1,-1,0,3
